45.73685955,-68.86230469
44.18220396,-71.19140625
41.91862887,-72.00439453
43.7234749,-74.81689453
40.96330795,-75.16845703
38.77121637,-75.25634766
35.11990857,-77.32177734
37.2478212,-77.67333984
40.02761444,-78.06884766
42.43967418,-78.24462891
33.59631896,-79.95849609
36.04909896,-80.74951172
41.4262532,-80.83740234
38.73694607,-81.01318359
26.52956524,-81.10107422
31.70947636,-82.19970703
29.13297013,-82.33154297
34.25267612,-82.99072266
40.96330795,-83.64990234
43.27720532,-83.69384766
39.04478605,-84.57275391
30.6190048,-84.96826172
33.00866349,-85.14404297
44.76233667,-85.80322266
36.54494944,-86.02294922
42.1308213,-87.60498047
39.62261494,-87.60498047
31.74685416,-87.95654297
35.55010534,-88.79150391
44.63739123,-89.31884766
37.56199695,-89.53857422
42.1796882,-90.50537109
30.5054839,-90.50537109
34.03445261,-90.76904297
40.12849106,-90.90087891
36.12012759,-91.38427734
45.8441078,-92.26318359
32.45415594,-92.72460938
43.08493743,-93.14208984
40.79717742,-93.40576172
30.08810775,-93.55957031
34.83184115,-93.71337891
48.00462502,-93.80126953
38.25543638,-94.37255859
44.73112559,-95.42724609
32.63937487,-95.80078125
41.09591206,-96.26220703
29.85970144,-96.37207031
38.42777351,-96.78955078
27.54724155,-98.0859375
34.47033512,-98.10791016
31.93351676,-98.32763672
47.05515409,-98.85498047
36.75649033,-99.29443359
29.89780561,-99.40429688
44.07180047,-99.90966797
39.55488306,-100.0854492
41.5085773,-100.3051758
31.9148675,-101.4697266
34.48844784,-101.5136719
38.08268954,-102.6782227
40.22921819,-102.9858398
44.32384807,-103.293457
42.24478536,-103.5131836
30.48655084,-103.7109375
46.5739668,-103.9086914
35.22767235,-104.6337891
32.63937487,-105.6445313
40.59727063,-105.9301758
43.37311218,-106.809082
34.83184115,-107.8417969
45.93587062,-107.8637695
39.38526381,-108.918457
48.38544219,-109.7094727
36.61552763,-109.8413086
34.28899187,-110.0610352
31.97080393,-110.8520508
46.5437496,-111.7749023
38.73694607,-111.9067383
40.86367967,-112.6977539
34.97600151,-113.0932617
42.73087428,-113.3569336
32.89803818,-113.4448242
47.50235895,-114.3676758
34.03445261,-115.5102539
36.2619922,-116.0375977
40.86367967,-116.081543
43.56447159,-116.5649414
48.41461862,-117.1801758
33.993473,-118.2623291
38.63403645,-118.7182617
46.0884718,-119.1577148
35.76434348,-119.2895508
43.53262043,-119.5092773
40.96330795,-119.7290039
37.2478212,-121.1791992
48.82133255,-121.2231445
45.87471225,-122.8051758
39.79165484,-122.980957
42.73087428,-123.5961914
48.50204751,-124.2114258
55.35413531,-131.7260742
58.1011055,-134.3188477
66.60067571,-145.3546143
64.42066535,-147.9473877
61.24910209,-149.7875977
59.48972604,-152.4902344
19.3940679,-154.8413086
62.87518838,-155.6268311
70.49740751,-157.4176025
58.81943021,-157.6812744
21.16648386,-157.6977539
22.0245456,-159.4555664
66.80056675,-161.1419678
55.13492985,-161.1419678
60.82349433,-161.7681885
53.89139129,-166.4923096
51.90361281,-176.6986084
